IE_XML_ID;IE_NAME;IE_ID;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP54;IP_PROP51;IP_PROP55;IP_PROP53;IP_PROP52;IC_GROUP0;IC_GROUP1;IC_GROUP2
1662;ИП Долгунов П.И. («КирпичЮгСтрой»);1662;;text;;text;ip-dolgunov-p-i-kirpichyugstroy-;500;;petr_dol67@mail.ru;г. Буденновск, ул. Розы Люксембург, 24;СТАВРОПОЛЬСКИЙ КРАЙ;;8 962 445 77 02;СТАВРОПОЛЬСКИЙ КРАЙ;;
1663;ИП Агеев А.А.;1663;;text;;text;ip-ageev-a-a;500;;kris522@yandex.ru;г. Пятигорск, Черкесское шоссе 2-ой км;СТАВРОПОЛЬСКИЙ КРАЙ;;8 989 989 989 0;СТАВРОПОЛЬСКИЙ КРАЙ;;
1664;ИП Труш;1664;;text;;text;ip-trush;500;; trushroman@mail.ru;г. Пятигорск, Суворовский проезд 1;СТАВРОПОЛЬСКИЙ КРАЙ;;8 903 446 20 12;СТАВРОПОЛЬСКИЙ КРАЙ;;
1665;ПРОМРЕЗЕРВ;1665;;text;;text;promrezerv;500;;;г. Тамбов, бульвар Строителей, д. 6Б;Г. ТАМБОВ;;(4752) 63-31-16;Г. ТАМБОВ;;
1665;ПРОМРЕЗЕРВ;1665;;text;;text;promrezerv;500;;;г. Тамбов, бульвар Строителей, д. 6Б;Г. ТАМБОВ;;(4752) 63-31-28;Г. ТАМБОВ;;
1666;Новострой;1666;Офис: г. Тамбов ул. Монтажников 12;text;;text;novostroy;500;;;г. Тамбов, ул. Бастионная 24Б;Г. ТАМБОВ;;+7 (4752) 561-568;Г. ТАМБОВ;;
1666;Новострой;1666;Офис: г. Тамбов ул. Монтажников 12;text;;text;novostroy;500;;;г. Тамбов, ул. Бастионная 24Б;Г. ТАМБОВ;;8 (910) 652-25-52;Г. ТАМБОВ;;
1666;Новострой;1666;Офис: г. Тамбов ул. Монтажников 12;text;;text;novostroy;500;;;г. Тамбов, ул. Бастионная 24Б;Г. ТАМБОВ;;8 (915) 663-72-94;Г. ТАМБОВ;;
1667;Кеми Строй;1667;"Магазин стройматериалов «Кеми Строй»
";text;;text;kemi-stroy;500;;;г. Тамбов,  ул. Кавказская, 1а;Г. ТАМБОВ;;+7 (4752) 44-02-49;Г. ТАМБОВ;;
1667;Кеми Строй;1667;"Магазин стройматериалов «Кеми Строй»
";text;;text;kemi-stroy;500;;;г. Тамбов,  ул. Кавказская, 1а;Г. ТАМБОВ;;+7 (4752) 73-92-47;Г. ТАМБОВ;;
1667;Кеми Строй;1667;"Магазин стройматериалов «Кеми Строй»
";text;;text;kemi-stroy;500;;;г. Тамбов,  ул. Кавказская, 1а;Г. ТАМБОВ;;+7 (4752) 73-40-21;Г. ТАМБОВ;;
1668;Кеми Строй;1668;"Магазин стройматериалов «Кеми Строй»
";text;;text;kemi-stroy2;500;;;г. Тамбов, ул. Мичуринская, 237;Г. ТАМБОВ;;+7 (915) 871-17-02;Г. ТАМБОВ;;
1668;Кеми Строй;1668;"Магазин стройматериалов «Кеми Строй»
";text;;text;kemi-stroy2;500;;;г. Тамбов, ул. Мичуринская, 237;Г. ТАМБОВ;;+7 (902) 723-03-00;Г. ТАМБОВ;;
1669;Стройка-Тамбов ;1669;;text;;text;stroyka-tambov-;500;;;г. Тамбов, ул. Бастионная улица, 3Г;Г. ТАМБОВ;;+7 (4752) 44-77-77;Г. ТАМБОВ;;
1669;Стройка-Тамбов ;1669;;text;;text;stroyka-tambov-;500;;;г. Тамбов, ул. Бастионная улица, 3Г;Г. ТАМБОВ;;+7 (4752) 73-27-05;Г. ТАМБОВ;;
1669;Стройка-Тамбов ;1669;;text;;text;stroyka-tambov-;500;;;г. Тамбов, ул. Бастионная улица, 3Г;Г. ТАМБОВ;;+7 (4752) 78-09-88;Г. ТАМБОВ;;
1670;Строй Материалы;1670;;text;;text;stroy-materialy;500;;;г. Тамбов, ул. Бастионная улица, 3Г;Г. ТАМБОВ;;8(4752)44-77-77;;;
1670;Строй Материалы;1670;;text;;text;stroy-materialy;500;;;г. Тамбов, ул. Бастионная улица, 3Г;Г. ТАМБОВ;;8(4752)73-27-05;;;
1671;MosKeram;1671;;text;;text;moskeram;500;;;г. Тамбов, ул. Волжская 69 офис 2б;Г. ТАМБОВ;;8 (920) 470-82-55;;;
1672;Строительные Материалы «Эврика»;1672;;text;;text;stroitelnye-materialy-evrika;500;;;г. Курск, ул. Нижняя Казацкая д.19;Г. КУРСК;;+7 (471) 278-75-67;Г. КУРСК;;
1672;Строительные Материалы «Эврика»;1672;;text;;text;stroitelnye-materialy-evrika;500;;;г. Курск, ул. Нижняя Казацкая д.19;Г. КУРСК;;+7 (961) 197-95-63;Г. КУРСК;;
1673;Отдел продаж и выставочный зал «Эврика»;1673;;text;;text;otdel-prodazh-i-vystavochnyy-zal-evrika;500;;;г. Курск, ул. Нижняя Казацкая д. 26;Г. КУРСК;;+7 (4712) 585-223;Г. КУРСК;;
1674;Склад-Магазин;1674;;text;;text;sklad-magazin;500;;;г. Курск дер. Верхняя Медведица, ул. Производственная, 5;Г. КУРСК;;+7 (4712) 70-70-34;Г. КУРСК;;
